#OTUID	taxonomy	confidence
012df664537b445d7e50eacafcfeb542	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9993327598502794
012e6b14f38eda3e57da3df295c01cee	D_0__Bacteria	0.999174734639213
013665c1e6538e00a7072521678c9c84	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae	0.9999999834433203
01396fc4ac234449c9210323fa9e1ef9	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae;Subclass.Prymnesiophycidae_X;Order.Prymnesiales;Suborder.Prymnesiales_X;Family.Chrysochromulinaceae;Genus.Chrysochromulinaceae_X;Species.Chrysochromulinaceae_X	0.8812980688531707
014df9fe1ea26f69886fdf906a357eb4	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopelagicus;Ambiguous_taxa	0.9773905222254038
014f787aad2075307d98a4489ca0b218	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__oc32	0.7964302532866996
01505c85c3b1503d5dc558c08dc55f0f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Limnobacter;D_6__uncultured beta proteobacterium	0.866220582613727
015dad1fafca90944d905beb2a980bc3	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group II;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.9938971752922215
01635d956ebc28f1e6b57dc10c582c1c	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__uncultured	0.9998838446441835
016b3b4d3fa8e3e2a9e6fe3560525463	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__uncultured marine bacterium	0.7766751413053796
0170734463484e2b072c7012e0b3711c	Kingdom.Eukaryota	0.9999999999999981
019c88c6ade406f731954f38e3461564	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9895905135188054
01ad9a3e6701f27779097865ed179846	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__OM60(NOR5) clade	0.998435043177664
01b045c1f29429e9827dcdb831d84fb9	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae;D_5__Candidatus Amoebophilus	0.9999755089450328
01b4e3adf78abba0fe9db61e41b4a021	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9993395107794625
01b6f3f98a6524be86692ff63633f7b3	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton	0.985039732481655
01c6ced840d13011d63f8fec7b016e76	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I	0.9968762381014216
01d76c712d8741c326a004b900155cc4	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Flammeovirgaceae;D_5__uncultured;D_6__uncultured Bacteroidetes bacterium	0.9917295545789376
01dd1206f8d5a50172d0d3bab80be1b5	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__Micavibrionaceae;D_5__uncultured;D_6__uncultured bacterium	0.927009992231504
01e3a10453a0f7cc6f327b8091090c58	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Cryptophyta;Class.Cryptophyceae;Subclass.Cryptophyceae_X;Order.Pyrenomonadales;Suborder.Pyrenomonadales_X	0.999999989067795
01f9aaefb4cbcff5cb6fab408f0a1c84	D_0__Bacteria	0.995394645852786
01fe134edf87a90c5688c2c678d4d65f	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Mesonia;Ambiguous_taxa	0.9958325220615987
0200f6b1f2a061f4de6bdf99be9debcf	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I	0.9987412406849075
021a60490bbb93b30a1e1a0019223750	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Bosea;Ambiguous_taxa	0.7081752917728719
022fb8a30d296874d66e7689fb346f97	Kingdom.Eukaryota;Supergroup.Rhizaria;Phylum.Cercozoa;Class.Filosa-Chlorarachnea;Subclass.Filosa-Chlorarachnea_X;Order.Chlorarachniophyceae;Suborder.Chlorarachniophyceae_X;Family.Chlorarachniaceae;Genus.Bigelowiella;Species.Bigelowiella	0.9999999749761205
023508b3d98703578691529c14d1aab2	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__Rhodobacteraceae bacterium REDSEA-S29_B10;D_5__Rhodobacteraceae bacterium REDSEA-S29_B10;D_6__Rhodobacteraceae bacterium REDSEA-S29_B10	0.9759142383299986
023dc9460d7d476d3009fc5015add602	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Midichloriaceae;D_5__MD3-55;D_6__uncultured proteobacterium	0.9999999741599485
0247de9693b865c522abf75a09046962	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta;Class.Pelagophyceae;Subclass.Pelagophyceae_X;Order.Sarcinochrysidales;Suborder.SarcinochrysidaleX;Family.Sarcinochrysidaceae;Genus.Sarcinochrysidaceae_X;Species.Sarcinochrysidaceae_X	0.9999999998978808
02598367c3084826db395f6a326aa50f	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae;Subclass.Prymnesiophycidae_X;Order.Prymnesiales;Suborder.Prymnesiales_X	0.9303568696483184
025d0b35f373518df10cc2fa1d9b4c32	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;D_4__Actinomarinaceae;D_5__Candidatus Actinomarina	0.9999999999999847
026514ec216f7504e639bf56b7dba6f6	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.7263417376469653
027c098a5befb27fbb1a69538f085ca1	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured	0.9999993323462846
027d2837522e9d886c5114d35d2f8af8	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group II	1.0000000000000038
0296ced0dca998c6da18d51f180e38ac	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9500374980939108
0297b109b45b15633cecb44726aa9d4d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Piscirickettsiales;D_4__Piscirickettsiaceae;D_5__Candidatus Endoecteinascidia;Ambiguous_taxa	0.9669920814169338
02a24115232b57750fdad54e4e4333eb	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593	0.9999999999958218
02a3804869e8172d05c8f9afcd87415c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9929921481200281
02a49bd201cf17b55f833c0c4f78490c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9605123211187356
02b8bda3129ecc5bd61a8e93bafb0b93	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia	0.7125518561836502
02bfaea72ac9d8f62417063f8befd788	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Burkholderia-Caballeronia-Paraburkholderia;Ambiguous_taxa	0.7944828320673117
02c314f95ad067223b498b74861d0e26	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta;Class.Bacillariophyta;Subclass.Coscinodiscophyceae;Order.Chaetocerotales	0.958739516002575
02d7fefe8371c110cef2f786b59bddf9	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Salinirepens;D_6__uncultured Bacteroidetes bacterium	0.779448116651775
02e855b879b8ae478dbe5125ec36d2ce	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Lewinella;Ambiguous_taxa	0.9995860187065997
030e96929333d9eb1997fd483d32e096	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;D_4__unidentified marine bacterioplankton;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton	0.9999990939678708
031b680cda8a8971f7876aae2a4a26d7	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9935961731879402
032043a2bfbd9baebd99882640e6b16a	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.7387029806664178
0322cdd0ec71b79de447f6ffb92b5562	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Proteobacteria bacterium JGI 0000113-D06;D_6__Proteobacteria bacterium JGI 0000113-D06	0.9453310149778361
032c31c4d1e0395026033cc00533def3	D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Candidatus Peregrinibacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9933122821054321
0337376162203ae71e36cea2b950168e	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9411510541187734
033748db867bf98952e7bdeb6ac12b8c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__marine metagenome;D_6__marine metagenome	0.9914786284776167
03422dea4b5a5e0f9bcae57c3254336c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__uncultured Owenweeksia sp.	0.9989237698456802
0348ba497c90749a552f3f3d18fc7a92	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta;Class.Bacillariophyta;Subclass.Coscinodiscophyceae;Order.Chaetocerotales	0.7652798906557078
0369ed25113dc257ea5bed8edc5bfd9d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__Rhodobacteraceae bacterium REDSEA-S29_B10;D_5__Rhodobacteraceae bacterium REDSEA-S29_B10;D_6__Rhodobacteraceae bacterium REDSEA-S29_B10	0.9998514771179793
0383243e27a3d43f11dff49c43889f1e	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae;Subclass.Prymnesiophycidae_X	0.8557350815237794
0386add17ac52cd56da88df802c86d75	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta	0.9999999999999598
03907dbd0fed519f4812451378603568	D_0__Bacteria;D_1__Margulisbacteria;D_2__metagenome;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome	0.9898536845513085
0394fd9ac673082de4e9323cab93e92a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9998427447418006
039ccbbdaf9a4a26b8b1527d1de0f058	D_0__Bacteria;D_1__Margulisbacteria;D_2__uncultured marine cyanobacterium;D_3__uncultured marine cyanobacterium;D_4__uncultured marine cyanobacterium;D_5__uncultured marine cyanobacterium;D_6__uncultured marine cyanobacterium	0.9999458512675304
03a83f33a1d6847cd2e167e7935dac97	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II	0.7304762533577819
03a9250e7423666b1e082fe4f487cd16	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Spongiibacteraceae;D_5__BD1-7 clade	0.9703683257017955
03de09a6d29b3a231f595d716433ede7	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured	0.924302184500869
03e50db893354cebc5809769f2482a20	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9996683611779902
03f5a73c0130713ebbd75f9a7b7e86d4	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobulbaceae;D_5__Desulfopila;D_6__uncultured bacterium	0.7843125558586299
041774598ed04b8065e19483d52ee15e	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__metagenome;D_5__metagenome;D_6__metagenome	0.9999979440659206
041c1050b674edad9b75bd2940da6aba	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__uncultured;D_6__uncultured Rhodobacteraceae bacterium	0.8936801816372479
041d3690ba0d10f75be0a215da338db4	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Shewanellaceae;D_5__Ferrimonas;Ambiguous_taxa	0.9978234099854464
04239760f8a89a24265f84475274ce8e	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae;Subclass.Prymnesiophycidae_X	0.9633168370597527
04247ec2379bea1b06e6533e3d7959e8	D_0__Bacteria;D_1__Margulisbacteria;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9998201478020233
0424b9221c2ab24efacd97f3b7069f9c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;Ambiguous_taxa	0.8471366836995887
0436ffee05d61cf020280eefe171f429	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8000313413504396
043758c74b060f022894d86698726eec	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Holosporales;D_4__Holosporaceae;D_5__uncultured	0.9850581626509306
043d46aad5f408d52960f7bbd5fa62ca	D_0__Bacteria	0.9999699814379099
044ed004fcc7d94cc258d8c4dcedb7bf	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I	0.9978005138467886
0458f93f975e91076f58cd36501c1f8b	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__uncultured;D_6__uncultured marine bacterium	0.999998912724203
045d98a7e4f0ed5847ae030a06b16efa	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib;Ambiguous_taxa	0.8906138195460546
047953bc85842f78414f22c2ef7efd27	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Rappemonad;Class.Rappemonad_X;Subclass.Rappemonad_XX;Order.Rappemonad_XXX;Suborder.Rappemonad_XXXX;Family.Rappemonad_XXXXX;Genus.Rappemonad_XXXXXX;Species.Rappemonad	0.9754276866334278
0479d003299a70b9e14427c3f0074331	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta;Class.Pinguiophyceae;Subclass.Pinguiophyceae_X;Order.Pinguiochrysidales;Suborder.Pinguiochrysidales_X;Family.Pinguiochrysidaceae;Genus.Pinguiochrysidaceae_X;Species.Pinguiochrysidaceae_X	0.9999212852174311
049b38d38a17717e15f89aff4c2daaaf	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031	0.9994320999740085
04a19e31da9d1206ab74811fdf7f16b8	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9791079389162223
04a39ac0f36cd01f8216303e261b0808	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton	0.9807415432621355
04b141b0b9137267193ab2e7c25d2da4	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae	0.9833966755632587
04e2393d4d97e588e687240a730399c9	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Bythopirellula;D_6__uncultured bacterium	0.7949135190742934
04f4d20804deb9bd91a66b20a72ca4ef	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.8091558059823687
0503d5bec10139a1ede0a406a20ee07e	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae;Subclass.Prymnesiophycidae_X;Order.Prymnesiales;Suborder.Prymnesiales_X;Family.Chrysochromulinaceae;Genus.Chrysochromulinaceae_X;Species.Chrysochromulinaceae_X	0.7514885925978693
050d75494e23ba8f5bc615df4a8a63f9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales;D_4__PS1 clade;Ambiguous_taxa;Ambiguous_taxa	0.7587445730978524
050efe6bf0d613ea4e2cb94c69ae9ecc	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__KI89A clade;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.9999961655103011
0521bf9d2323277690f86b0769800196	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae;D_5__uncultured;D_6__uncultured bacterium	0.9965148823334686
0527e1e2aca7e3a3a425340ecb427d10	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade	0.99999999873542
052ece4da8b18a79a110a8d70da8653d	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__uncultured;Ambiguous_taxa	0.9397624872778408
053aa4c4fb853e56e4feed17438f0808	Kingdom.Eukaryota;Supergroup.Archaeplastida;Phylum.Chlorophyta;Class.Prasinophyceae;Subclass.Prasinophyceae_X;Order.Pseudoscourfieldiales-clade-6;Suborder.Pseudoscourfieldiales_X;Family.Pycnococcaceae;Genus.Prasinoderma_clade-6;Species.Prasinoderma	0.9559949156514287
0542ddc8523b0cf0a765c09110e7c15c	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta;Class.Chrysophyceae-Synurophyceae;Subclass.Chrysophyceae-Synurophyceae_X;Order.Chrysophyceae-Synurophyceae_XX;Suborder.Chrysophyceae-Synurophyceae_XXX;Family.Chrysophyceae-Synurophyceae_XXXX;Genus.Chrysophyceae-Synurophyceae_XXXXX;Species.Chrysophyceae-Synurophyceae_XXXXX	0.9998714236607144
05447542e1f7724115bf91219a20fead	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton	0.8772549352595618
056d934e09958ba44a3c6dbf9a77d97a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.8558936057320895
056fb8f109ecc661b9f35aad70808a69	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;Ambiguous_taxa;Ambiguous_taxa	0.7286665983774353
0573dca72dad7fe8535df48177a8a8ff	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group	0.9997856573339539
0575d30b96806f9b9c7bded7304336c6	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Granulicatella	0.9894275037609278
058f19b9b6ea6f275f044cb843185743	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)	0.9999999999904803
059299b1872c57fa1560c806938c9195	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Actinobacillus;D_6__uncultured bacterium	0.8926287790487712
05a3cbc1454f2b50e2243af2b0e04011	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9994905382438203
05ac760a6b9b8fedbd808047a38a93e4	D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10;D_6__uncultured bacterium	0.8692720613875551
05b930ac4fa373fc9088d4f04115d9ef	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton	0.9388866852936137
